id:ID,names,size:int,labels:LABEL,rho:double
centriole_replication,centriole replication,11,biological process,0.5
centrosome_localization,centrosome localization,3,biological process,0.33333334
CD300C,CD300C,133,gene:protein,0.5351722839999999
Joubert_syndrome,Joubert syndrome,2,disease,0.52167958
isotype_switching,isotype switching,200,biological process,0.4481549841221373
SCARA3,SCARA3,486,gene:protein,0.5435467382022472
tuberous_sclerosis_complex_disease_pathway,tuberous sclerosis complex disease pathway,89,pathway,0.5
MAPKAP1,MAPKAP1,320,gene:protein,0.6601222700000001
GRB10,GRB10,30,gene:protein,0.6575967153846154
PWAR6,PWAR6,77,gene,0.51111112
F2RL1,F2RL1,9,gene:protein,0.6176778666666667
LTB4R,LTB4R,5,gene:protein,0.6249810325
CEBPB,CEBPB,20,gene:protein,0.646253071875
listeriosis,listeriosis,68,disease,0.5
RB1CC1,RB1CC1,206,gene:protein,0.6215217276086957
Formic_acid,Formic acid,227,drug,0.5070184364583333
TAL1,TAL1,258,gene:protein,0.656942553414634
TCF3,TCF3,310,gene:protein,0.667756600144928
TCF12,TCF12,83,gene:protein,0.6598710753333333
T-cell_acute_lymphoblastic_leukemia_cell,T-cell acute lymphoblastic leukemia cell,107,enzyme source,0.5
thymocyte,thymocyte,91,enzyme source,0.5
XCR1,XCR1,274,gene:protein,0.6204710946666666
CLEC4C,CLEC4C,86,gene:protein,0.6321841038709678
leptospirosis,leptospirosis,46,disease,0.5
Plasmodium_vivax_malaria,Plasmodium vivax malaria,1,disease,0.5
PFDN5,PFDN5,191,gene:protein,0.6263037452380953
ARFRP1,ARFRP1,65,gene:protein,0.6067005386363636
regulation_of_alternative_mRNA_splicing__via_spliceosome,regulation of alternative mRNA splicing via spliceosome,5,biological process,0.5
cinacalcet,cinacalcet,51,drug,0.5
PTH1R,PTH1R,35,gene:protein,0.5944099044444445
Cinacalcet,Cinacalcet,7,drug,0.5
ameloblastoma,ameloblastoma,102,disease,0.5
MYCBP,MYCBP,4,gene:protein,0.61410275
epilepsy,epilepsy,4,disease,0.5
Levetiracetam,Levetiracetam,6,drug,0.5
levetiracetam,levetiracetam,33,drug,0.5
lacosamide,lacosamide,6,drug,0.5
ketamine,ketamine,141,drug,0.5
XPO1,XPO1,2418,gene:protein,0.6263951225465838
olefin_biosynthetic_process,olefin biosynthetic process,1,biological process,0.5334282
NHS,NHS,395,gene:protein,0.5041018354455445
Anastrozole,Anastrozole,5,drug,0.5
spondylocarpotarsal_synostosis_syndrome,spondylocarpotarsal synostosis syndrome,1739,disease,0.5297833545238093
Midostaurin,Midostaurin,19,drug,0.5
bictegravir,bictegravir,21,drug,0.5
dolutegravir,dolutegravir,23,drug,0.5
FTC,FTC,268,other,0.5038402461290323
darunavir,darunavir,30,drug,0.5
plasmablastic_lymphoma,plasmablastic lymphoma,37,disease,0.5
SMARCB1,SMARCB1,188,gene:protein,0.6561795259459458
T_cell_receptor_signaling_pathway,T cell receptor signaling pathway,1,pathway:biological process,0.5
5-aza-2′-deoxycytidine,5-aza-2′-deoxycytidine,14,other,0.508712126
SFRP2,SFRP2,302,gene:protein,0.6123864233333334
ROR2,ROR2,364,gene:protein,0.6122361083333332
AXIN2,AXIN2,116,gene:protein,0.6582355523404255
neural_tube,neural tube,18,enzyme source,0.5
calcium-dependent_protein_serine/threonine_phosphatase_activity,calcium-dependent protein serine/threonine phosphatase activity,191,molecular function,0.5
RSPO1,RSPO1,67,gene:protein,0.6028702263157895
NB-4_cell,NB-4 cell,27,enzyme source,0.5
SP2,SP2,455,gene:protein,0.5565311151535837
Riluzole,Riluzole,19,drug,0.5
Protein_C,Protein C,212,drug,0.4380983570588234
Coagulation_factor_X_human,Coagulation factor X human,22,drug,0.531876395
mitotic_cell,mitotic cell,28,enzyme source,0.5
RRM1,RRM1,166,gene:protein,0.6063490279166667
perirenal_adipose_tissue,perirenal adipose tissue,2,enzyme source,0.5
acetyl-CoA_synthetase_acetyltransferase_activity,acetyl-CoA synthetase acetyltransferase activity,37,molecular function,0.5
SCAP,SCAP,107,gene:protein,0.6141971138461539
Fabry_disease,Fabry disease,16,disease,0.5
PPARG,PPARG,67,gene:protein,0.64520164
COL11A1,COL11A1,57,gene:protein,0.5791101900000001
CDKN2C,CDKN2C,58,gene:protein,0.6901749491666668
CEL,CEL,35,gene:protein,0.6225536464
FOXA1,FOXA1,213,gene:protein,0.6468326154761905
ACOX1,ACOX1,9,gene:protein,0.6504010600000001
ACAA1,ACAA1,2,gene:protein,0.6701635
MEIS1,MEIS1,78,gene:protein,0.6526604903448274
ZFP36,ZFP36,1618,gene:protein,0.6233444444295301
MIR1539,MIR1539,3,gene,0.5
MIR196B,MIR196B,74,gene,0.5
MIR326,MIR326,79,gene,0.5
MGME1,MGME1,9,gene:protein,0.5
MIR4435-2HG,MIR4435-2HG,4,gene,0.5
Hep-G2_cell,Hep-G2 cell,109,enzyme source,0.5
MIR211,MIR211,315,gene,0.5
Isoflavone,Isoflavone,196,drug,0.5140899196666666
nasopharyngeal_carcinoma_cell,nasopharyngeal carcinoma cell,25,enzyme source,0.5
MIR202,MIR202,109,gene,0.5
rRNA_transcription,rRNA transcription,41,biological process,0.3378653206249999
MR1,MR1,177,gene:protein,0.6054581631999999
vitamin B2,vitamin B2,11,other,0.5318306827272727
riboflavin,riboflavin,41,drug,0.5228481421052632
PLN,PLN,59,gene:protein,0.5689404076470588
fibrinolysis,fibrinolysis,48,biological process,0.5
histone_citrullination,histone citrullination,10,biological process,0.5
IGHD1-14,IGHD1-14,46,gene,0.5
TTN,TTN,17,gene:protein,0.7134831200000001
polyenoic_fatty_acid_isomerase_activity,polyenoic fatty acid isomerase activity,35,molecular function,0.5
ovarian_serous_cystadenocarcinoma,ovarian serous cystadenocarcinoma,19,disease,0.5
endocervical_adenocarcinoma,endocervical adenocarcinoma,19,disease,0.5
hairy_cell_leukemia,hairy cell leukemia,53,disease,0.3333333399999997
mastication,mastication,54,biological process,0.5
dexrazoxane,dexrazoxane,50,drug,0.5
Mibefradil,Mibefradil,6,drug,0.5348674000000001
Legionnaires__disease,Legionnaires disease,234,disease,0.5117346952380952
GH1,GH1,353,gene:protein,0.5598675746478874
l-DOPA,l-DOPA,10,other,0.5208333333333334
Parkinsonism,Parkinsonism,26,disease,0.375
Folic Acid,Folic Acid,2,other,0.5131579
Lacosamide,Lacosamide,1,drug,0.5
Liothyronine,Liothyronine,1,drug,0.5
Lymecycline,Lymecycline,8,drug,0.5104282
renal_tubule,renal tubule,11,enzyme source,0.5
APACHE,APACHE,173,other,0.5
esophageal_squamous_cell_carcinoma_cell_line,esophageal squamous cell carcinoma cell line,18,enzyme source,0.5
X-linked_agammaglobulinemia,X-linked agammaglobulinemia,7,disease,0.5059523783333334
HSC-3_cell,HSC-3 cell,2,enzyme source,0.5
DNAJB7,DNAJB7,75,gene:protein,0.5
PF4V1,PF4V1,9,gene:protein,0.6702652033333334
CXCL11,CXCL11,372,gene:protein,0.6587838281538461
NRM,NRM,208,gene:protein,0.5599584268085106
CYP2J2,CYP2J2,52,gene:protein,0.5372905571428571
ALOX5AP,ALOX5AP,6,gene:protein,0.36746684
PTGER3,PTGER3,39,gene:protein,0.5566612657142856
10-hydroxy-9-(phosphonooxy)octadecanoate_phosphatase_activity,10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity,53,molecular function,0.5
CYP2C8,CYP2C8,65,gene:protein,0.6173986611764706
rofecoxib,rofecoxib,34,drug,0.5
PTGER1,PTGER1,35,gene:protein,0.5536185036363636
etoricoxib,etoricoxib,15,drug,0.5
PIP,PIP,166,gene:protein,0.5881590524999999
Montelukast,Montelukast,1,drug,0.5
Saquinavir,Saquinavir,10,drug,0.5
Cimetidine,Cimetidine,5,drug,0.5
Dexverapamil,Dexverapamil,3,drug,0.623120035
Dexniguldipine,Dexniguldipine,2,drug,0.65072633
early_endosome,early endosome,14,cellular component,0.5
bleb_assembly,bleb assembly,43,biological process,0.5
enucleation,enucleation,18,biological process,0.3333333399999999
RP1L1,RP1L1,2,gene:protein,0.5
IL1A,IL1A,110,gene:protein,0.675210871764706
CYP1B1,CYP1B1,143,gene:protein,0.58790906
polycystic_ovary_syndrome,polycystic ovary syndrome,128,disease,0.5305555666666667
granulosa_cell_apoptotic_process,granulosa cell apoptotic process,5,biological process,0.5
Rigosertib,Rigosertib,17,drug,0.5
interfibrillar_mitochondrion,interfibrillar mitochondrion,111,cellular component,0.5
CD160,CD160,513,gene:protein,0.611235656875
IL32,IL32,438,gene:protein,0.6265296883870968
TLR8,TLR8,198,gene:protein,0.6031748408928571
ANO2,ANO2,10,gene:protein,0.566431105
DCP1B,DCP1B,2,gene:protein,0.5345693
SLC2A14,SLC2A14,7,gene:protein,0.5375259
Epirubicin,Epirubicin,84,drug,0.5
MAPKAPK2,MAPKAPK2,339,gene:protein,0.6703572063333336
SRSF3,SRSF3,126,gene:protein,0.6781078138095238
SBF2-AS1,SBF2-AS1,66,gene,0.5
MIR144,MIR144,379,gene,0.5
MIR451A,MIR451A,169,gene,0.5
Theophylline,Theophylline,51,drug,0.5344865664705881
PRMT6,PRMT6,42,gene:protein,0.60569298
LRRK1,LRRK1,5,gene:protein,0.6134963
CXCL8,CXCL8,531,gene:protein,0.6547530792424244
Alteplase,Alteplase,472,drug,0.5248920832407405
H2BC8,H2BC8,220,gene,0.5
TCF21,TCF21,33,gene:protein,0.5716956557142857
HDAC8,HDAC8,302,gene:protein,0.6461563837500001
CDK5RAP1,CDK5RAP1,129,gene:protein,0.5415673923076924
TBL1XR1,TBL1XR1,64,gene:protein,0.356929485
NDUFA3,NDUFA3,46,gene:protein,0.5402695741176471
ZNF23,ZNF23,21,gene:protein,0.6097959
ZNF224,ZNF224,104,gene:protein,0.62939072
ZNF350,ZNF350,11,gene:protein,0.67794967
RBAK,RBAK,7,gene:protein,0.53383625
DEPDC1,DEPDC1,431,gene:protein,0.6017596527272727
ZNF382,ZNF382,6,gene:protein,0.540474235
ZNF300,ZNF300,5,gene:protein,0.64680326
ZFP57,ZFP57,6,gene:protein,0.6056109199999999
ZNF268,ZNF268,3,gene:protein,0.6148073
ZNF471,ZNF471,2,gene:protein,0.5
ZNF331,ZNF331,445,gene:protein,0.5730094125714285
MAPK10,MAPK10,64,gene:protein,0.6437682915384614
TP53AIP1,TP53AIP1,1,gene:protein,0.5
ZNF398,ZNF398,1,gene:protein,0.69077694
ZKSCAN3,ZKSCAN3,608,gene:protein,0.6159248846666667
ZNF10,ZNF10,1,gene:protein,0.5982369
ZNF133,ZNF133,1,gene:protein,0.5683996
Mulchandani-Bhoj-Conlin_syndrome,Mulchandani-Bhoj-Conlin syndrome,250,disease,0.5
BAMBI,BAMBI,123,gene:protein,0.5712471786206896
Treosulfan,Treosulfan,41,drug,0.5
TRGC1,TRGC1,46,gene:protein,0.5095866975
Antithymocyte_immunoglobulin_(rabbit),Antithymocyte immunoglobulin (rabbit),106,drug,0.5366975483870967
donor_selection,donor selection,6,biological process,0.33333334
LGALS9,LGALS9,104,gene:protein,0.6094496577777777
HLA-DRA,HLA-DRA,13,gene:protein,0.6549644685714285
PTP4A3,PTP4A3,2356,gene:protein,0.619992663488372
TKT,TKT,30,gene:protein,0.6558546310000001
LATS1,LATS1,198,gene:protein,0.6356239569090909
SPIB,SPIB,127,gene:protein,0.67884673875
PDC,PDC,153,gene:protein,0.5
Ramucirumab,Ramucirumab,59,drug,0.5280083562068966
ADORA3,ADORA3,72,gene:protein,0.5508700666666667
FDXR,FDXR,1202,gene:protein,0.5078629101941746
negative_regulation_of_inflammatory_response,negative regulation of inflammatory response,34,biological process,0.5008698637037037
familial_febrile_seizures,familial febrile seizures,37,disease,0.5
TACC3,TACC3,995,gene:protein,0.6029971444444443
MIR4478,MIR4478,107,gene,0.5
Oc_cell,Oc cell,45,enzyme source,0.5
ESS2,ESS2,60,gene:protein,0.5094336173913043
ovary_epithelium_cell_line,ovary epithelium cell line,3,enzyme source,0.5
Brefeldin_A,Brefeldin A,39,drug,0.5065139680645161
chemokine_production,chemokine production,9,biological process,0.5061728444444444
LDHC,LDHC,95,gene:protein,0.5534527666666667
Sertoli_cell,Sertoli cell,16,enzyme source,0.25
acrosomal_vesicle,acrosomal vesicle,13,cellular component,0.5
DNM2,DNM2,31,gene:protein,0.6461349861904763
seminiferous_epithelium,seminiferous epithelium,2,enzyme source,0.5
PPP1R42,PPP1R42,13,gene:protein,0.50304894125
ODF1,ODF1,1,gene:protein,0.5
spermatid,spermatid,6,enzyme source,0.5
KIF2C,KIF2C,40,gene:protein,0.6730891087499999
AURKA,AURKA,2231,gene:protein,0.6332049342857143
ENPP1,ENPP1,139,gene:protein,0.6349058764285715
BUB1B,BUB1B,172,gene:protein,0.6741074722580647
CDK10,CDK10,126,gene:protein,0.66007385
TGM5,TGM5,25,gene:protein,0.600278186923077
MAST4,MAST4,1,gene:protein,0.7794
BIRC2,BIRC2,1197,gene:protein,0.6843899271698111
CXCL13,CXCL13,291,gene:protein,0.6017220230434782
epratuzumab,epratuzumab,10,drug,0.5
MAP9,MAP9,135,gene:protein,0.5059523783333334
psoriatic_arthritis,psoriatic arthritis,43,disease,0.5
NAE1,NAE1,39,gene:protein,0.6609883566666667
UBA3,UBA3,36,gene:protein,0.6791344871428571
HCCLM-3_cell,HCCLM-3 cell,11,enzyme source,0.5
MELTF,MELTF,127,gene:protein,0.588599936
montelukast,montelukast,34,drug,0.5
cortical_collecting_duct,cortical collecting duct,4,enzyme source,0.5
nephrolithiasis,nephrolithiasis,35,disease,0.3918650849999999
urinary_tract,urinary tract,77,enzyme source,0.5
GZMK,GZMK,13,gene:protein,0.537741275
AMH,AMH,382,gene:protein,0.5476792827272727
PF4,PF4,303,gene:protein,0.6573364072340426
monocyte_activation,monocyte activation,5,biological process,0.5
Filanesib,Filanesib,33,drug,0.5
catalytic_complex,catalytic complex,19,cellular component,0.5074096746666668
RBPMS,RBPMS,152,gene:protein,0.6124302783333334
SET,SET,400,gene:protein,0.6427946407246375
Darbepoetin_alfa,Darbepoetin alfa,56,drug,0.5232873323076924
Methoxy_polyethylene_glycol-epoetin_beta,Methoxy polyethylene glycol-epoetin beta,2,drug,0.55231545
Iron_sucrose,Iron sucrose,100,drug,0.52116112
gingiva,gingiva,135,enzyme source,0.5010964912280702
betamethasone,betamethasone,13,drug,0.5
clobetasol propionate,clobetasol propionate,4,other,0.5
sulfasalazine,sulfasalazine,48,drug,0.5
granulation_tissue,granulation tissue,39,enzyme source,0.5
LRTOMT,LRTOMT,2,gene:protein,0.5
megaloblastic_anemia,megaloblastic anemia,350,disease,0.5016160319117647
PLVAP,PLVAP,103,gene:protein,0.6311869233333334
spindle_cell_hemangioma,spindle cell hemangioma,388,disease,0.5
interleukin-15_binding,interleukin-15 binding,1,molecular function,0.5
T-cell_lymphoblastic_leukemia/lymphoma,T-cell lymphoblastic leukemia/lymphoma,83,disease,0.5
IL2RB,IL2RB,148,gene:protein,0.6518754476595744
DIABLO,DIABLO,411,gene:protein,0.6364894306741572
CKS1B,CKS1B,737,gene:protein,0.6017009787500002
Artesunate,Artesunate,216,drug,0.5184755227586206
HSPA6,HSPA6,45,gene:protein,0.6664491316666666
Thenoyltrifluoroacetone,Thenoyltrifluoroacetone,1,drug,0.5
aldehyde_dehydrogenase_(FAD-independent)_activity,aldehyde dehydrogenase (FAD-independent) activity,4,molecular function,0.5
morphine,morphine,491,drug,0.5
UBE2C,UBE2C,249,gene:protein,0.6657235351999999
proteasome-mediated_ubiquitin-dependent_protein_catabolic_process,proteasome-mediated ubiquitin-dependent protein catabolic process,77,biological process,0.5160410127777778
SUMO2,SUMO2,134,gene:protein,0.6582478890909093
DERL1,DERL1,16,gene:protein,0.6682799920000001
CCL17,CCL17,184,gene:protein,0.6659286861111111
CXCL17,CXCL17,26,gene:protein,0.6287275966666667
congenital_contractural_arachnodactyly,congenital contractural arachnodactyly,1826,disease,0.5
GAA,GAA,465,gene:protein,0.5806268729807695
KITLG,KITLG,639,gene:protein,0.2352204981747573
transcription_regulator_complex,transcription regulator complex,20,cellular component,0.5
dermal_papilla,dermal papilla,49,enzyme source,0.4603174619047619
anagen,anagen,83,biological process,0.506418583076923
finasteride,finasteride,6,drug,0.5
androgenic_alopecia,androgenic alopecia,1,disease,0.5
Finasteride,Finasteride,1,drug,0.5
vibrissa,vibrissa,1,enzyme source,0.5
MIR19A,MIR19A,695,gene,0.5
RPSA,RPSA,1082,gene:protein,0.6342336473979594
MIAT,MIAT,361,gene,0.5184806944
KIF23,KIF23,110,gene:protein,0.7012573628571428
histone_exchange,histone exchange,25,biological process,0.5
ASF1B,ASF1B,32,gene:protein,0.52183029
ADRA1B,ADRA1B,2,gene:protein,0.61592695
CLEC7A,CLEC7A,144,gene:protein,0.6350908074999999
MKI67,MKI67,109,gene:protein,0.6446501706060606
HLA-DRB1,HLA-DRB1,89,gene:protein,0.6315998711764705
CLEC9A,CLEC9A,108,gene:protein,0.5354162533333332
SMYD3,SMYD3,836,gene:protein,0.6671379468421053
ASCL2,ASCL2,110,gene:protein,0.58752362375
ANKHD1,ANKHD1,203,gene:protein,0.6240112155555555
EZR-AS1,EZR-AS1,51,gene,0.5
MAP3K2,MAP3K2,88,gene:protein,0.6766415266666667
CCND2,CCND2,306,gene:protein,0.6767573951219514
SMYD1,SMYD1,51,gene:protein,0.5497400325
SMYD2,SMYD2,126,gene:protein,0.7035149807142858
SMYD5,SMYD5,1,gene:protein,0.5757388
Hsp90_protein_binding,Hsp90 protein binding,6,molecular function,0.5
TPCN2,TPCN2,2,gene:protein,0.62218997
IFITM3,IFITM3,9,gene:protein,0.6457688625
CD3G,CD3G,8,gene:protein,0.7037712642857142
GOLGB1,GOLGB1,11,gene:protein,0.607394175
NR2F2,NR2F2,184,gene:protein,0.6373152871428571
skeletal_muscle_tissue_development,skeletal muscle tissue development,80,biological process,0.4950980394117646
DIO2,DIO2,9,gene:protein,0.5623224783333333
Triiodothyronine,Triiodothyronine,3,other,0.5354166866666666
PAX3,PAX3,174,gene:protein,0.6224112304166666
muscle_cell_proliferation,muscle cell proliferation,4,biological process,0.1809069833333333
RPS13,RPS13,37,gene:protein,0.6951975664285713
CCDC88A,CCDC88A,25,gene:protein,0.5824422163636364
ACR,ACR,237,gene:protein,0.5783522468333334
immune_system_development,immune system development,6,biological process,0.5
entry_into_host,entry into host,25,biological process,0.5
Acyclovir,Acyclovir,11,drug,0.5
CLDN1,CLDN1,73,gene:protein,0.645148558
pericyte,pericyte,144,enzyme source,0.3455284614634143
parathyroid_hormone_secretion,parathyroid hormone secretion,29,biological process,0.5
Parathyroid hormone,Parathyroid hormone,34,other,0.5254498168421053
CYP27B1,CYP27B1,61,gene:protein,0.5449702727586208
Vitamin D3,Vitamin D3,21,other,0.5080357142857143
cholecalciferol,cholecalciferol,46,drug,0.5133190943333334
Vitamin D2,Vitamin D2,6,other,0.5376984333333333
ergocalciferol,ergocalciferol,10,drug,0.5211111199999999
Teicoplanin,Teicoplanin,44,drug,0.5
CLEC12A,CLEC12A,167,gene:protein,0.5808417023529411
PRB2,PRB2,91,gene:protein,0.5058061588235293
apremilast,apremilast,40,drug,0.5
IL25,IL25,101,gene:protein,0.6372952525
GATA3,GATA3,625,gene:protein,0.6657557067647057
ovarian_clear_cell_carcinoma,ovarian clear cell carcinoma,16,disease,0.5
HEY_cell,HEY cell,3,enzyme source,0.5
EP400,EP400,26,gene:protein,0.67823831625
DOT1L,DOT1L,502,gene:protein,0.6280220694736841
KDM5C,KDM5C,47,gene:protein,0.6761884607692307
SARNP,SARNP,45,gene:protein,0.62475468
CTAG2,CTAG2,67,gene:protein,0.5514861677272727
EIF1,EIF1,8,gene:protein,0.6864505783333334
epididymis,epididymis,22,enzyme source,0.5
WFDC2,WFDC2,18,gene:protein,0.5714983955555555
FATE1,FATE1,9,gene:protein,0.5795677
pattern_recognition_receptor_activity,pattern recognition receptor activity,67,molecular function,0.5
Afatinib,Afatinib,14,drug,0.5
Vitamin C,Vitamin C,30,other,0.5280205983333333
ARF1,ARF1,246,gene:protein,0.6256270854545454
selpercatinib,selpercatinib,2,drug,0.5
vandetanib,vandetanib,45,drug,0.5
SLCO1A2,SLCO1A2,9,gene:protein,0.5748514233333333
membrane_raft,membrane raft,76,cellular component,0.4870547836842104
Midodrine,Midodrine,3,drug,0.5
deoxyguanosine_biosynthetic_process,deoxyguanosine biosynthetic process,2,biological process,0.5
HP,HP,593,gene:protein,0.5668217708235292
SF-21_cell,SF-21 cell,1,enzyme source,0.5
DEPDC5,DEPDC5,34,gene:protein,0.67118771
lipid_biosynthetic_process,lipid biosynthetic process,267,biological process,0.5256404568181817
MTHFD2,MTHFD2,60,gene:protein,0.527848968
ATG13,ATG13,212,gene:protein,0.6474153892499999
GATOR2_complex,GATOR2 complex,1,cellular component,0.5
KICSTOR_complex,KICSTOR complex,2,cellular component,0.5
GATOR1_complex,GATOR1 complex,1,cellular component,0.5
RNF152,RNF152,1,gene:protein,0.53457505
KLHL22,KLHL22,6,gene:protein,0.65695117
FLCN,FLCN,69,gene:protein,0.6547373083333333
aminomethyltransferase_activity,aminomethyltransferase activity,1,molecular function,0.5
NR1H4,NR1H4,463,gene:protein,0.6104796994285715
5beta-cholestane-3alpha_7alpha-diol_12alpha-hydroxylase_activity,5beta-cholestane-3alpha 7alpha-diol 12alpha-hydroxylase activity,3,molecular function,0.5236870033333333
ursodeoxycholic acid,ursodeoxycholic acid,9,other,0.5148148266666667
lipid_digestion,lipid digestion,2,biological process,0.5
cardiofibroblast,cardiofibroblast,8,enzyme source,0.5
myocardium,myocardium,160,enzyme source,0.5
EGOT,EGOT,45,gene,0.5194574033333333
COP1,COP1,237,gene:protein,0.6269978688888889
TEP1,TEP1,109,gene:protein,0.560942505
YPEL4,YPEL4,1,gene:protein,0.5
ELK1,ELK1,183,gene:protein,0.6540783835294119
VTRNA1-1,VTRNA1-1,11,gene,0.5
methanol-5-hydroxybenzimidazolylcobamide_Co-methyltransferase_activity,methanol-5-hydroxybenzimidazolylcobamide Co-methyltransferase activity,80,molecular function,0.5
small_GTPase_binding,small GTPase binding,629,molecular function,0.5
CUL3,CUL3,240,gene:protein,0.6898873997727272
FN3K,FN3K,23,gene:protein,0.5569647466666666
EIF4A2,EIF4A2,40,gene:protein,0.6494300742857143
MAGEC2,MAGEC2,596,gene:protein,0.5543735899999999
CD200R1L,CD200R1L,26,gene:protein,0.56195015
C-C,C-C,95,other,0.5
L-lysine_6-oxidase_activity,L-lysine 6-oxidase activity,319,molecular function,0.5
Clofarabine,Clofarabine,13,drug,0.5
ERCC8,ERCC8,145,gene:protein,0.580317110689655
POEMS_syndrome,POEMS syndrome,164,disease,0.5
MBTPS2,MBTPS2,29,gene:protein,0.5927343533333335
EDEM1,EDEM1,27,gene:protein,0.6037179518181818
SYVN1,SYVN1,286,gene:protein,0.6330720559999999
lipid_kinase_activity,lipid kinase activity,12,molecular function,0.3333333399999999
NEK7,NEK7,41,gene:protein,0.663139645
endoplasmic_reticulum_membrane,endoplasmic reticulum membrane,146,cellular component,0.469348659310345
PIM1,PIM1,1216,gene:protein,0.6607968649999996
NCOA4,NCOA4,14,gene:protein,0.5211195424999999
spindle_assembly,spindle assembly,61,biological process,0.4759768902105263
SRM,SRM,36,gene:protein,0.5790929678947367
lens,lens,202,enzyme source,0.5
MIR1236,MIR1236,1,gene,0.5
GPC3,GPC3,543,gene:protein,0.5684110734210526
vascular_endothelial_growth_factor_production,vascular endothelial growth factor production,60,biological process,0.5
TFAP4,TFAP4,256,gene:protein,0.6532047611111111
RPE,RPE,341,gene:protein,0.556510082857143
SMARCA1,SMARCA1,125,gene:protein,0.1972093958333333
CD247,CD247,22,gene:protein,0.6114340557142858
brain_stem,brain stem,188,enzyme source,0.4575757592727272
physiological process,physiological process,28,other,0.5
pilocytic_astrocytoma,pilocytic astrocytoma,20,disease,0.2528159355555555
ganglioglioma,ganglioglioma,3,disease,0.5
diffuse_midline_glioma__H3_K27M-mutant,diffuse midline glioma H3 K27M-mutant,4,disease,0.5
ONC-201,ONC-201,188,drug,0.5
C6_glioma_cell,C6 glioma cell,12,enzyme source,0.5
IL1RAPL1,IL1RAPL1,43,gene:protein,0.5929292388888888
SMG1,SMG1,594,gene:protein,0.6061460480392157
Xanthine,Xanthine,72,drug,0.5259766635897437
RTKN,RTKN,57,gene:protein,0.591686358
AOC1,AOC1,2,gene:protein,0.59848785
myocarditis,myocarditis,305,disease,0.15109201
MTMR11,MTMR11,47,gene:protein,0.5056721153333333
iron_ion_homeostasis,iron ion homeostasis,61,biological process,0.5116873506060606
feeding_behavior,feeding behavior,102,biological process,0.5008981068181818
SLC11A2,SLC11A2,113,gene:protein,0.6239684776190477
GTP_biosynthetic_process,GTP biosynthetic process,2,biological process,0.5
GABRA1,GABRA1,2,gene:protein,0.588469445
letrozole,letrozole,158,drug,0.5
MMP13,MMP13,328,gene:protein,0.5807914419444445
bone_matrix,bone matrix,194,enzyme source,0.5
protein_nitrosylation,protein nitrosylation,11,biological process,0.33333334
NOS1,NOS1,222,gene:protein,0.6407059366666666
Nitrate,Nitrate,123,drug,0.5235601445454546
T-helper_1_type_immune_response,T-helper 1 type immune response,16,biological process,0.5
Briakinumab,Briakinumab,7,drug,0.5490290466666666
Ustekinumab,Ustekinumab,201,drug,0.563312041
Ofatumumab,Ofatumumab,54,drug,0.5
glioma_cell,glioma cell,4,enzyme source,0.5119047566666667
fetal_serum,fetal serum,6,enzyme source,0.5
apoptotic_body,apoptotic body,9,cellular component,0.5
T-98G_cell,T-98G cell,10,enzyme source,0.5
SW-1088_cell,SW-1088 cell,1,enzyme source,0.5
RPL15,RPL15,50,gene:protein,0.5959195243750002
renal_glomerular_capsule,renal glomerular capsule,12,enzyme source,0.5
lysosomal_membrane,lysosomal membrane,65,cellular component,0.1752665795833332
natural_killer_cell_mediated_cytotoxicity,natural killer cell mediated cytotoxicity,19,biological process,0.5
RNU2-5P,RNU2-5P,195,gene,0.1
5-azacytidine,5-azacytidine,102,other,0.5042147459999999
ME2,ME2,114,gene:protein,0.5524791970967742
ME1,ME1,59,gene:protein,0.5797138552173913
Lewy_body_corona,Lewy body corona,124,cellular component,0.5
amniotic_fluid,amniotic fluid,62,enzyme source,0.5
Silibinin,Silibinin,92,drug,0.5205093764000001
DAPK1,DAPK1,454,gene:protein,0.6417253078048781
papillary_carcinoma,papillary carcinoma,22,disease,0.5
PCGEM1,PCGEM1,34,gene,0.5272037978571429
CDKL3,CDKL3,17,gene:protein,0.6131599799999999
DRAM1,DRAM1,37,gene:protein,0.6291620411764706
S-layer,S-layer,11,cellular component,0.5
reactive_gliosis,reactive gliosis,12,biological process,0.5
GTF2E2,GTF2E2,83,gene:protein,0.6276230805555555
SLC4A1,SLC4A1,834,gene:protein,0.4973046548333333
Folic acid,Folic acid,19,other,0.5225582830000001
Folate,Folate,19,other,0.5045454545454545
NAGPA,NAGPA,3,gene:protein,0.52307415
fibrillar_center,fibrillar center,2,cellular component,0.5
dense_fibrillar_component,dense fibrillar component,2,cellular component,0.5
MAVS,MAVS,210,gene:protein,0.6728369479166666
LTBR,LTBR,9,gene:protein,0.7276068779999999
TRIM32,TRIM32,53,gene:protein,0.6499221566666668
USP15,USP15,301,gene:protein,0.6493822178125002
transforming_growth_factor_beta_activated_kinase_1_complex,transforming growth factor beta activated kinase 1 complex,3,cellular component,0.5
TRADD,TRADD,167,gene:protein,0.6978991550877192
OTULIN,OTULIN,22,gene:protein,0.6753955257142856
MEX3C,MEX3C,4,gene:protein,0.6291951933333333
RNF122,RNF122,2,gene:protein,0.685391305
RNF125,RNF125,3,gene:protein,0.6751649666666667
GPANK1,GPANK1,101,gene:protein,0.5
thiopentone,thiopentone,1,other,0.5
